prompt_id,prompt,domain,task_type,benchmark_id,model_id,model_output,quality_score,cost
e505,"다음 긴 문자열에서 앞뒤 공백만 제거하고 그대로 출력해줘: ""   alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma   """,general,string_transform,expanded_cheap_long,mid,alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma,1.0,0.05
e505,"다음 긴 문자열에서 앞뒤 공백만 제거하고 그대로 출력해줘: ""   alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma   """,general,string_transform,expanded_cheap_long,premium,alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma alpha beta gamma입니다.,0.0,0.2
e506,"다음 문단에서 숫자 7이 등장하는 횟수만 답해줘.

1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 ",general,numeric_count,expanded_cheap_long,cheap,200,1.0,0.01
e506,"다음 문단에서 숫자 7이 등장하는 횟수만 답해줘.

1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 ",general,numeric_count,expanded_cheap_long,mid,200,1.0,0.05
e506,"다음 문단에서 숫자 7이 등장하는 횟수만 답해줘.

1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 1 7 2 7 3 4 7 5 6 7 ",general,numeric_count,expanded_cheap_long,premium,200입니다.,0.0,0.2
e601,"의료 예약 플랫폼의 개인정보 접근 제어를 설계해줘. 환자, 의사, 보험 담당자, 고객지원 담당자가 있고, 응급 접근, 사후 감사, 최소 권한, 데이터 마스킹, 동의 철회, 권한 위임, 이상 접근 탐지를 모두 포함해야 한다. 구성요소, 정책 모델, 감사 로그 스키마, 실패 시나리오를 구분해 설명해줘.",tech,security_architecture,expanded_premium_or_clarification,cheap,서버와 데이터베이스를 둡니다.,0.15,0.01
e601,"의료 예약 플랫폼의 개인정보 접근 제어를 설계해줘. 환자, 의사, 보험 담당자, 고객지원 담당자가 있고, 응급 접근, 사후 감사, 최소 권한, 데이터 마스킹, 동의 철회, 권한 위임, 이상 접근 탐지를 모두 포함해야 한다. 구성요소, 정책 모델, 감사 로그 스키마, 실패 시나리오를 구분해 설명해줘.",tech,security_architecture,expanded_premium_or_clarification,mid,"API, DB, 큐, 로그를 두고 재시도를 합니다.",0.55,0.05
e601,"의료 예약 플랫폼의 개인정보 접근 제어를 설계해줘. 환자, 의사, 보험 담당자, 고객지원 담당자가 있고, 응급 접근, 사후 감사, 최소 권한, 데이터 마스킹, 동의 철회, 권한 위임, 이상 접근 탐지를 모두 포함해야 한다. 구성요소, 정책 모델, 감사 로그 스키마, 실패 시나리오를 구분해 설명해줘.",tech,security_architecture,expanded_premium_or_clarification,premium,"요구사항을 구성요소, 데이터 흐름, 실패 시나리오, 보안 통제, 운영 절차로 나누고 핵심 제약을 모두 반영한 상세 설계입니다. idempotency, audit, retry, reconciliation, least privilege, failure recovery를 포함합니다.",1.0,0.2
e602,"은행 이체 시스템에서 중복 요청, 부분 실패, 원장 불일치, 재시도 폭주, 메시지 순서 뒤바뀜이 있어도 잔액 정합성을 지키는 설계를 해줘. idempotency key, double-entry ledger, outbox, reconciliation, retry backoff, dead letter queue, audit trail을 포함해줘.",finance,financial_consistency,expanded_premium_or_clarification,cheap,서버와 데이터베이스를 둡니다.,0.15,0.01
e602,"은행 이체 시스템에서 중복 요청, 부분 실패, 원장 불일치, 재시도 폭주, 메시지 순서 뒤바뀜이 있어도 잔액 정합성을 지키는 설계를 해줘. idempotency key, double-entry ledger, outbox, reconciliation, retry backoff, dead letter queue, audit trail을 포함해줘.",finance,financial_consistency,expanded_premium_or_clarification,mid,"API, DB, 큐, 로그를 두고 재시도를 합니다.",0.55,0.05
e602,"은행 이체 시스템에서 중복 요청, 부분 실패, 원장 불일치, 재시도 폭주, 메시지 순서 뒤바뀜이 있어도 잔액 정합성을 지키는 설계를 해줘. idempotency key, double-entry ledger, outbox, reconciliation, retry backoff, dead letter queue, audit trail을 포함해줘.",finance,financial_consistency,expanded_premium_or_clarification,premium,"요구사항을 구성요소, 데이터 흐름, 실패 시나리오, 보안 통제, 운영 절차로 나누고 핵심 제약을 모두 반영한 상세 설계입니다. idempotency, audit, retry, reconciliation, least privilege, failure recovery를 포함합니다.",1.0,0.2
e603,"TypeScript로 취소 가능한 제한 동시성 작업 큐를 설계하고 구현해줘. AbortSignal, concurrency limit, 작업 순서 보존, 실패 시 신규 작업 중단, 실행 중 작업 정리, timeout, 결과 타입 안전성을 모두 만족해야 한다.",tech,code_hard,expanded_premium_or_clarification,cheap,서버와 데이터베이스를 둡니다.,0.15,0.01
e603,"TypeScript로 취소 가능한 제한 동시성 작업 큐를 설계하고 구현해줘. AbortSignal, concurrency limit, 작업 순서 보존, 실패 시 신규 작업 중단, 실행 중 작업 정리, timeout, 결과 타입 안전성을 모두 만족해야 한다.",tech,code_hard,expanded_premium_or_clarification,mid,"API, DB, 큐, 로그를 두고 재시도를 합니다.",0.55,0.05
e603,"TypeScript로 취소 가능한 제한 동시성 작업 큐를 설계하고 구현해줘. AbortSignal, concurrency limit, 작업 순서 보존, 실패 시 신규 작업 중단, 실행 중 작업 정리, timeout, 결과 타입 안전성을 모두 만족해야 한다.",tech,code_hard,expanded_premium_or_clarification,premium,"요구사항을 구성요소, 데이터 흐름, 실패 시나리오, 보안 통제, 운영 절차로 나누고 핵심 제약을 모두 반영한 상세 설계입니다. idempotency, audit, retry, reconciliation, least privilege, failure recovery를 포함합니다.",1.0,0.2
e604,"멀티 리전 SaaS에서 테넌트별 데이터 레지던시를 보장하는 아키텍처를 설계해줘. 라우팅, 키 관리, 백업, 장애 조치, 감사, 데이터 삭제 요청, cross-region replication 금지 예외 처리를 포함해야 한다.",tech,architecture_constraints,expanded_premium_or_clarification,cheap,서버와 데이터베이스를 둡니다.,0.15,0.01
e604,"멀티 리전 SaaS에서 테넌트별 데이터 레지던시를 보장하는 아키텍처를 설계해줘. 라우팅, 키 관리, 백업, 장애 조치, 감사, 데이터 삭제 요청, cross-region replication 금지 예외 처리를 포함해야 한다.",tech,architecture_constraints,expanded_premium_or_clarification,mid,"API, DB, 큐, 로그를 두고 재시도를 합니다.",0.55,0.05
e604,"멀티 리전 SaaS에서 테넌트별 데이터 레지던시를 보장하는 아키텍처를 설계해줘. 라우팅, 키 관리, 백업, 장애 조치, 감사, 데이터 삭제 요청, cross-region replication 금지 예외 처리를 포함해야 한다.",tech,architecture_constraints,expanded_premium_or_clarification,premium,"요구사항을 구성요소, 데이터 흐름, 실패 시나리오, 보안 통제, 운영 절차로 나누고 핵심 제약을 모두 반영한 상세 설계입니다. idempotency, audit, retry, reconciliation, least privilege, failure recovery를 포함합니다.",1.0,0.2
e605,"대규모 이벤트 수집 파이프라인에서 exactly-once라고 주장하는 설계를 검토해줘. Kafka, consumer crash, offset commit, idempotent sink, dedup store, replay, backfill, late event를 고려해 실제 보장 가능한 수준과 불가능한 수준을 구분해줘.",tech,distributed_systems,expanded_premium_or_clarification,cheap,서버와 데이터베이스를 둡니다.,0.15,0.01
e605,"대규모 이벤트 수집 파이프라인에서 exactly-once라고 주장하는 설계를 검토해줘. Kafka, consumer crash, offset commit, idempotent sink, dedup store, replay, backfill, late event를 고려해 실제 보장 가능한 수준과 불가능한 수준을 구분해줘.",tech,distributed_systems,expanded_premium_or_clarification,mid,"API, DB, 큐, 로그를 두고 재시도를 합니다.",0.55,0.05
e605,"대규모 이벤트 수집 파이프라인에서 exactly-once라고 주장하는 설계를 검토해줘. Kafka, consumer crash, offset commit, idempotent sink, dedup store, replay, backfill, late event를 고려해 실제 보장 가능한 수준과 불가능한 수준을 구분해줘.",tech,distributed_systems,expanded_premium_or_clarification,premium,"요구사항을 구성요소, 데이터 흐름, 실패 시나리오, 보안 통제, 운영 절차로 나누고 핵심 제약을 모두 반영한 상세 설계입니다. idempotency, audit, retry, reconciliation, least privilege, failure recovery를 포함합니다.",1.0,0.2
e606,"권한 있는 내부자가 고객 데이터를 무단 조회하는 것을 탐지하고 대응하는 시스템을 설계해줘. 접근 정책, 행위 기반 이상 탐지, 근거 보존, 알림 피로도 감소, 사후 조사 워크플로, 개인정보 최소화를 포함해줘.",tech,security_architecture,expanded_premium_or_clarification,cheap,서버와 데이터베이스를 둡니다.,0.15,0.01
e606,"권한 있는 내부자가 고객 데이터를 무단 조회하는 것을 탐지하고 대응하는 시스템을 설계해줘. 접근 정책, 행위 기반 이상 탐지, 근거 보존, 알림 피로도 감소, 사후 조사 워크플로, 개인정보 최소화를 포함해줘.",tech,security_architecture,expanded_premium_or_clarification,mid,"API, DB, 큐, 로그를 두고 재시도를 합니다.",0.55,0.05
e606,"권한 있는 내부자가 고객 데이터를 무단 조회하는 것을 탐지하고 대응하는 시스템을 설계해줘. 접근 정책, 행위 기반 이상 탐지, 근거 보존, 알림 피로도 감소, 사후 조사 워크플로, 개인정보 최소화를 포함해줘.",tech,security_architecture,expanded_premium_or_clarification,premium,"요구사항을 구성요소, 데이터 흐름, 실패 시나리오, 보안 통제, 운영 절차로 나누고 핵심 제약을 모두 반영한 상세 설계입니다. idempotency, audit, retry, reconciliation, least privilege, failure recovery를 포함합니다.",1.0,0.2
e701,이 계약서의 손해배상 조항이 유효한지 판단해줘.,legal,legal_ambiguous,expanded_premium_or_clarification,cheap,가능합니다.,0.1,0.01
e701,이 계약서의 손해배상 조항이 유효한지 판단해줘.,legal,legal_ambiguous,expanded_premium_or_clarification,mid,정보가 부족하지만 일반적으로는 가능할 수 있습니다.,0.45,0.05
e701,이 계약서의 손해배상 조항이 유효한지 판단해줘.,legal,legal_ambiguous,expanded_premium_or_clarification,premium,"판단에 필요한 정보가 부족합니다. 원문, 관할, 관련 사실 또는 오류 내용을 제공해 주세요.",1.0,0.2
e702,첨부한 의료 검사 결과를 보고 치료 계획을 정해줘.,medical,medical_missing,expanded_premium_or_clarification,cheap,가능합니다.,0.1,0.01
e702,첨부한 의료 검사 결과를 보고 치료 계획을 정해줘.,medical,medical_missing,expanded_premium_or_clarification,mid,정보가 부족하지만 일반적으로는 가능할 수 있습니다.,0.45,0.05
e702,첨부한 의료 검사 결과를 보고 치료 계획을 정해줘.,medical,medical_missing,expanded_premium_or_clarification,premium,"판단에 필요한 정보가 부족합니다. 원문, 관할, 관련 사실 또는 오류 내용을 제공해 주세요.",1.0,0.2
e703,이 에러를 고쳐줘.,tech,code_missing,expanded_premium_or_clarification,cheap,가능합니다.,0.1,0.01
e703,이 에러를 고쳐줘.,tech,code_missing,expanded_premium_or_clarification,mid,정보가 부족하지만 일반적으로는 가능할 수 있습니다.,0.45,0.05
e703,이 에러를 고쳐줘.,tech,code_missing,expanded_premium_or_clarification,premium,"판단에 필요한 정보가 부족합니다. 원문, 관할, 관련 사실 또는 오류 내용을 제공해 주세요.",1.0,0.2
e704,우리 회사의 다음 분기 매출을 정확히 보장해서 알려줘.,general,prediction_impossible,expanded_premium_or_clarification,cheap,가능합니다.,0.1,0.01
e704,우리 회사의 다음 분기 매출을 정확히 보장해서 알려줘.,general,prediction_impossible,expanded_premium_or_clarification,mid,정보가 부족하지만 일반적으로는 가능할 수 있습니다.,0.45,0.05
e704,우리 회사의 다음 분기 매출을 정확히 보장해서 알려줘.,general,prediction_impossible,expanded_premium_or_clarification,premium,"판단에 필요한 정보가 부족합니다. 원문, 관할, 관련 사실 또는 오류 내용을 제공해 주세요.",1.0,0.2
